Temparature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,Fertilizer Name
25.6,40.6,51.4,Loamy,Ground Nuts,21.9,19.6,21.8,10-26-26
32.7,57.0,63.5,Red,Millets,30.6,12.4,7.7,10-26-26
24.4,66.2,40.3,Loamy,Paddy,12.2,35.6,16.5,20-20
21.1,42.7,53.1,Loamy,Barley,8.6,8.0,30.8,17-17-17
36.4,51.8,50.9,Loamy,Cotton,8.3,20.8,20.5,Urea
32.5,50.4,25.1,Loamy,Paddy,9.3,6.7,22.3,17-17-17
32.7,50.2,51.4,Black,Oil seeds,16.5,20.8,21.1,14-35-14
23.5,44.3,59.2,Loamy,Maize,24.5,7.2,41.8,28-28
35.1,57.0,56.6,Red,Millets,6.5,37.8,21.8,Urea
36.7,56.7,28.3,Red,Pulses,25.7,28.0,13.6,DAP
23.1,58.7,60.1,Loamy,Cotton,21.2,14.3,12.8,10-26-26
35.2,60.9,58.8,Clayey,Wheat,36.0,14.4,37.1,28-28
34.3,50.2,48.2,Clayey,Maize,29.4,44.8,5.5,DAP
37.1,42.9,43.4,Clayey,Ground Nuts,32.1,13.3,26.7,28-28
25.3,42.8,50.3,Black,Maize,38.8,11.3,16.7,10-26-26
24.2,78.5,34.5,Clayey,Barley,14.0,12.4,39.6,17-17-17
23.5,70.4,62.1,Loamy,Oil seeds,32.2,30.7,9.8,DAP
32.1,47.4,61.1,Black,Wheat,16.5,13.8,41.8,17-17-17
29.2,77.3,42.6,Loamy,Wheat,16.5,15.7,16.4,14-35-14
28.2,50.9,54.6,Clayey,Paddy,8.0,24.9,15.5,20-20
26.7,44.5,63.5,Clayey,Cotton,24.4,6.0,23.8,28-28
22.8,73.9,31.9,Loamy,Ground Nuts,16.1,15.3,19.1,14-35-14
27.7,63.6,63.3,Black,Sugarcane,18.0,18.4,16.6,14-35-14
27.5,79.2,61.7,Loamy,Oil seeds,34.6,33.9,12.9,DAP
20.7,57.4,26.7,Black,Maize,16.2,21.8,16.1,14-35-14
29.3,70.3,38.1,Loamy,Barley,12.2,11.7,20.2,17-17-17
27.3,71.5,45.1,Red,Cotton,17.5,17.5,18.4,14-35-14
36.1,76.0,34.0,Black,Millets,38.8,20.7,13.4,DAP
22.4,46.2,49.3,Loamy,Pulses,15.5,15.8,15.2,14-35-14
37.0,43.8,48.9,Loamy,Ground Nuts,11.0,20.8,35.7,Urea
36.3,52.9,37.5,Loamy,Cotton,26.2,25.9,12.2,DAP
31.6,56.0,53.9,Sandy,Paddy,22.5,5.8,13.2,10-26-26
31.1,59.8,44.4,Clayey,Maize,17.8,19.3,18.0,20-20
25.4,50.8,44.9,Red,Wheat,34.8,42.0,12.7,DAP
20.9,62.5,41.7,Red,Maize,29.0,31.4,12.2,DAP
37.4,46.0,27.2,Sandy,Paddy,21.9,19.8,21.7,14-35-14
33.6,45.6,48.8,Sandy,Pulses,23.9,11.1,29.5,28-28
21.4,44.1,49.4,Loamy,Sugarcane,16.5,23.7,5.7,20-20
32.9,45.6,50.5,Sandy,Maize,5.3,15.5,40.1,17-17-17
28.0,73.9,56.0,Sandy,Maize,14.1,13.7,45.0,17-17-17
29.3,63.4,56.9,Clayey,Tobacco,34.3,36.6,5.4,DAP
22.0,45.0,42.0,Loamy,Oil seeds,41.8,14.4,5.5,10-26-26
25.7,40.9,58.0,Loamy,Paddy,20.5,16.9,19.4,14-35-14
23.0,44.4,31.0,Sandy,Pulses,41.7,44.2,13.3,DAP
36.0,72.6,63.3,Sandy,Maize,12.6,28.1,12.9,20-20
30.3,68.3,53.0,Clayey,Cotton,12.7,42.2,9.3,20-20
35.3,50.0,41.4,Sandy,Barley,11.0,38.2,17.1,20-20
36.7,68.5,60.7,Sandy,Ground Nuts,8.6,5.8,35.7,17-17-17
34.4,44.9,41.4,Sandy,Millets,15.8,27.9,17.7,20-20
36.9,64.9,64.2,Red,Paddy,30.0,26.4,14.0,DAP
23.2,64.4,57.0,Black,Maize,12.7,35.3,22.0,Urea
23.4,69.5,60.1,Loamy,Millets,44.7,20.6,9.2,DAP
31.9,75.7,62.5,Red,Sugarcane,5.0,37.1,9.7,20-20
36.3,67.6,43.7,Loamy,Tobacco,16.7,6.2,26.2,17-17-17
22.8,66.2,36.8,Loamy,Wheat,10.8,32.3,24.5,10-26-26
36.3,61.2,52.7,Clayey,Paddy,24.5,7.2,37.8,28-28
32.0,48.5,48.7,Red,Paddy,36.7,42.7,14.5,DAP
34.6,75.1,25.8,Sandy,Wheat,29.1,8.8,21.0,28-28
35.6,60.5,51.0,Black,Sugarcane,8.9,17.1,35.1,17-17-17
23.8,76.8,26.1,Loamy,Millets,12.2,35.2,13.9,20-20
25.2,42.2,35.0,Red,Oil seeds,24.4,8.2,43.1,28-28
35.0,48.5,33.0,Red,Maize,14.4,21.6,17.9,20-20
30.2,50.5,39.9,Loamy,Paddy,36.2,16.2,16.8,10-26-26
31.7,58.0,52.2,Clayey,Maize,16.5,17.3,21.3,14-35-14
34.5,55.1,55.5,Red,Sugarcane,11.4,24.5,6.5,20-20
29.5,72.8,55.2,Black,Sugarcane,21.3,5.8,13.5,10-26-26
25.9,62.3,31.9,Sandy,Sugarcane,18.9,17.6,20.7,14-35-14
24.4,68.0,27.8,Clayey,Pulses,40.8,13.1,10.6,10-26-26
35.4,48.9,26.1,Black,Cotton,10.3,32.6,42.1,Urea
32.4,63.0,27.2,Black,Oil seeds,34.0,36.0,12.3,DAP
29.4,76.0,43.6,Black,Paddy,11.5,40.8,39.5,Urea
22.3,53.3,25.8,Loamy,Tobacco,27.4,10.9,34.3,28-28
20.7,50.4,48.1,Black,Tobacco,37.7,11.1,16.6,10-26-26
33.4,49.6,27.6,Clayey,Paddy,16.1,20.9,11.4,20-20
34.6,77.6,64.8,Sandy,Cotton,43.4,11.0,37.9,28-28
34.7,75.9,63.3,Clayey,Barley,17.5,11.2,33.5,17-17-17
31.7,72.4,42.3,Loamy,Wheat,40.7,13.9,11.3,10-26-26
22.1,44.1,61.0,Black,Millets,27.6,39.4,9.1,DAP
35.0,56.1,55.4,Red,Paddy,8.6,28.2,43.4,Urea
37.5,69.5,55.9,Sandy,Pulses,27.4,7.6,33.3,28-28
29.6,79.5,33.6,Black,Ground Nuts,26.1,10.1,26.1,28-28
26.9,73.8,36.9,Black,Cotton,6.4,23.0,21.8,Urea
26.2,61.0,25.0,Black,Tobacco,24.7,6.7,24.4,28-28
23.5,79.4,48.8,Clayey,Maize,19.9,19.5,19.4,14-35-14
36.7,47.4,36.0,Clayey,Tobacco,16.8,31.2,10.4,20-20
28.0,57.9,49.5,Black,Ground Nuts,7.7,35.8,12.2,28-28
29.8,75.5,60.8,Red,Sugarcane,32.2,5.0,20.6,28-28
28.6,40.8,39.1,Clayey,Oil seeds,35.9,11.4,29.3,28-28
31.6,55.0,26.5,Red,Maize,10.4,33.3,12.0,20-20
33.4,68.5,51.3,Sandy,Oil seeds,19.3,15.5,19.3,14-35-14
27.7,66.0,53.2,Black,Wheat,42.3,11.1,41.0,28-28
30.7,52.1,32.4,Red,Cotton,6.9,8.4,24.4,17-17-17
23.9,68.5,31.3,Loamy,Wheat,20.6,14.8,10.2,10-26-26
20.2,41.5,35.2,Sandy,Barley,15.5,10.9,24.2,17-17-17
33.5,60.8,47.6,Sandy,Oil seeds,34.5,11.2,36.2,28-28
32.9,52.4,64.1,Clayey,Pulses,11.6,36.9,42.8,Urea
35.8,73.3,38.8,Loamy,Millets,17.2,31.6,8.6,20-20
20.9,63.3,39.2,Loamy,Pulses,18.1,22.0,18.6,14-35-14
37.2,68.3,31.5,Clayey,Paddy,29.0,14.6,42.1,28-28
28.8,74.5,26.4,Clayey,Wheat,11.1,41.6,37.5,Urea
23.1,75.4,48.0,Loamy,Barley,10.9,37.5,16.3,20-20
27.6,63.3,33.4,Red,Maize,32.8,7.8,25.6,28-28
20.8,46.5,42.0,Loamy,Tobacco,10.6,44.2,10.2,20-20
24.8,60.5,48.8,Red,Pulses,30.5,16.4,17.3,10-26-26
22.1,66.1,25.3,Sandy,Wheat,12.6,32.3,14.7,20-20
33.1,41.8,54.5,Loamy,Maize,20.5,19.9,18.5,14-35-14
29.0,79.1,62.4,Sandy,Oil seeds,27.0,30.8,6.0,DAP
27.3,71.0,58.9,Loamy,Wheat,11.5,39.7,7.7,20-20
29.0,73.8,42.4,Red,Pulses,8.8,5.1,35.4,17-17-17
31.0,63.1,45.7,Sandy,Pulses,10.5,27.9,41.1,Urea
32.2,48.4,62.0,Red,Oil seeds,17.1,15.3,21.3,17-17-17
27.7,79.8,30.0,Black,Tobacco,33.4,15.3,17.1,10-26-26
34.1,54.2,62.4,Clayey,Maize,9.7,35.9,7.0,20-20
36.8,65.5,62.6,Loamy,Pulses,16.7,20.7,5.5,20-20
31.1,51.9,52.5,Loamy,Oil seeds,9.0,12.2,20.9,17-17-17
33.9,68.1,38.9,Clayey,Millets,14.1,35.2,16.3,10-26-26
35.2,54.1,64.7,Black,Ground Nuts,20.7,9.4,44.7,28-28
35.9,49.8,34.0,Black,Pulses,36.1,20.2,9.5,DAP
28.8,50.9,46.8,Sandy,Millets,13.7,37.8,28.1,Urea
30.6,43.0,52.1,Clayey,Wheat,21.9,20.6,19.5,14-35-14
31.6,48.8,36.4,Sandy,Oil seeds,15.2,21.2,21.2,14-35-14
28.3,68.0,32.1,Red,Maize,11.1,36.4,11.5,20-20
25.3,41.9,61.7,Loamy,Maize,17.2,18.2,18.9,14-35-14
24.6,43.5,30.5,Loamy,Pulses,13.8,15.3,41.1,17-17-17
25.0,66.7,52.5,Sandy,Millets,37.7,30.0,7.4,DAP
29.8,42.5,38.4,Clayey,Pulses,42.1,30.9,7.7,DAP
24.5,49.5,58.2,Clayey,Pulses,12.5,22.0,33.4,Urea
35.8,77.2,50.2,Clayey,Oil seeds,32.7,20.3,11.6,DAP
32.8,68.9,47.5,Clayey,Cotton,16.7,22.9,13.1,20-20
33.1,53.7,61.8,Loamy,Tobacco,16.9,43.8,13.4,20-20
23.0,78.0,64.4,Sandy,Oil seeds,6.2,33.7,7.5,20-20
29.7,78.5,26.1,Black,Pulses,42.8,8.8,42.5,28-28
28.8,56.1,62.9,Clayey,Paddy,33.0,26.9,9.6,20-20
37.2,62.8,52.8,Clayey,Oil seeds,17.0,10.8,41.9,17-17-17
32.3,58.8,30.7,Loamy,Sugarcane,13.4,8.2,21.7,17-17-17
28.8,58.4,46.3,Black,Paddy,8.7,12.6,33.3,17-17-17
22.7,76.0,62.4,Clayey,Maize,11.0,35.7,27.6,Urea
27.0,51.5,31.7,Clayey,Pulses,10.0,42.1,6.6,20-20
20.2,56.2,34.3,Red,Pulses,28.1,36.6,11.4,DAP
36.4,68.0,31.6,Black,Oil seeds,6.0,34.0,5.6,20-20
28.4,44.2,37.3,Black,Paddy,28.5,15.0,11.4,10-26-26
23.7,72.2,58.3,Black,Tobacco,44.7,5.8,14.1,10-26-26
20.7,53.4,54.2,Black,Ground Nuts,19.6,15.8,18.2,14-35-14
24.5,48.8,31.6,Sandy,Cotton,20.9,18.8,21.9,14-35-14
24.3,77.1,53.0,Sandy,Millets,16.6,14.9,36.3,17-17-17
30.1,58.9,57.9,Red,Millets,39.3,5.4,13.3,10-26-26
24.5,50.0,60.3,Sandy,Wheat,8.4,6.6,33.6,17-17-17
37.1,68.2,32.1,Black,Ground Nuts,40.5,40.9,7.8,DAP
28.1,67.7,40.6,Black,Ground Nuts,21.7,5.1,9.9,10-26-26
33.8,56.7,37.6,Sandy,Sugarcane,5.2,37.4,5.1,20-20
30.1,79.3,35.9,Black,Pulses,6.0,16.5,24.3,17-17-17
25.6,49.2,54.2,Clayey,Sugarcane,25.0,14.6,26.0,28-28
24.5,79.8,32.0,Sandy,Sugarcane,9.6,34.5,11.7,20-20
24.7,65.4,49.7,Clayey,Cotton,7.5,31.5,9.0,20-20
35.6,55.3,47.5,Sandy,Millets,7.5,36.9,36.3,Urea
32.0,55.8,61.4,Clayey,Ground Nuts,23.2,6.9,10.0,20-20
35.2,77.0,51.8,Sandy,Millets,22.6,44.1,6.4,DAP
30.0,54.1,65.0,Clayey,Cotton,27.1,13.5,9.2,10-26-26
21.9,60.9,40.0,Clayey,Cotton,14.8,15.0,41.3,17-17-17
29.5,43.9,51.7,Black,Paddy,19.6,20.4,17.2,14-35-14
36.9,61.8,52.1,Sandy,Ground Nuts,21.2,20.0,21.5,DAP
34.6,58.3,61.8,Clayey,Oil seeds,12.0,15.9,28.2,17-17-17
35.5,73.4,33.6,Black,Pulses,30.7,36.7,8.3,DAP
32.5,63.6,47.7,Red,Ground Nuts,36.6,13.7,35.1,28-28
24.3,69.8,32.1,Red,Oil seeds,14.8,20.2,42.4,Urea
20.5,40.5,59.3,Clayey,Ground Nuts,11.7,43.4,22.6,Urea
22.0,74.4,44.2,Red,Sugarcane,27.0,38.5,11.2,DAP
36.2,74.5,34.1,Red,Wheat,42.0,30.8,14.7,Urea
33.7,52.9,50.9,Clayey,Cotton,20.8,18.9,20.4,17-17-17
24.0,75.4,39.1,Sandy,Millets,11.2,41.5,44.5,Urea
20.2,49.1,43.1,Loamy,Wheat,35.7,39.7,10.6,DAP
31.8,72.4,53.8,Black,Paddy,43.9,14.5,41.9,28-28
23.7,79.7,53.1,Clayey,Wheat,6.6,16.3,28.1,17-17-17
27.8,62.4,62.3,Black,Barley,26.4,16.1,7.8,10-26-26
32.2,43.8,46.7,Red,Maize,13.1,30.4,21.7,Urea
35.5,71.0,37.2,Black,Ground Nuts,12.7,14.4,38.5,17-17-17
35.3,44.5,38.2,Loamy,Ground Nuts,33.5,7.5,37.5,28-28
20.2,67.8,61.4,Clayey,Maize,39.9,11.8,10.6,10-26-26
20.2,77.8,48.3,Loamy,Tobacco,5.0,29.1,9.2,20-20
37.1,46.2,46.8,Sandy,Cotton,24.7,16.3,7.6,10-26-26
34.1,78.1,25.0,Clayey,Millets,15.8,40.3,13.1,20-20
32.8,72.2,28.7,Sandy,Tobacco,37.3,9.2,8.9,10-26-26
35.4,71.2,51.3,Red,Maize,40.1,41.9,7.3,DAP
32.7,49.7,26.6,Black,Tobacco,11.6,41.1,7.3,20-20
37.9,50.8,64.4,Black,Maize,43.4,12.0,33.6,28-28
35.2,57.8,34.6,Red,Paddy,40.1,17.3,17.3,10-26-26
26.6,42.6,50.2,Clayey,Millets,22.0,20.2,17.5,14-35-14
21.2,54.8,29.4,Black,Ground Nuts,9.5,40.1,34.7,Urea
29.4,50.8,54.5,Red,Paddy,15.9,15.5,18.1,14-35-14
34.5,76.3,34.9,Clayey,Oil seeds,32.1,44.6,5.7,DAP
32.0,53.8,45.1,Clayey,Millets,5.9,26.1,8.6,20-20
32.4,66.1,47.2,Black,Paddy,8.5,16.9,23.1,17-17-17
35.7,46.2,60.9,Loamy,Tobacco,35.7,41.3,9.1,DAP
33.2,66.7,55.9,Sandy,Wheat,17.2,27.3,7.9,20-20
28.5,54.3,28.5,Clayey,Pulses,24.5,11.7,16.4,10-26-26
31.7,57.0,59.8,Clayey,Sugarcane,36.6,31.9,13.3,DAP
33.2,76.2,34.1,Black,Pulses,18.5,19.8,15.8,14-35-14
36.2,76.9,49.3,Loamy,Cotton,17.1,16.9,44.8,17-17-17
25.2,40.6,42.6,Black,Cotton,41.5,6.4,7.0,10-26-26
37.2,56.9,50.9,Loamy,Cotton,11.3,34.2,14.6,20-20
26.3,65.0,25.9,Loamy,Maize,9.7,43.9,11.9,20-20
24.3,52.1,43.3,Sandy,Millets,38.7,7.8,12.2,10-26-26
21.4,61.6,50.5,Loamy,Tobacco,36.0,7.2,28.9,28-28
20.7,47.4,57.7,Clayey,Pulses,10.5,9.3,21.1,17-17-17
23.2,44.4,62.6,Clayey,Pulses,17.3,17.0,19.7,14-35-14
29.6,66.1,45.8,Clayey,Tobacco,30.3,39.4,12.4,DAP
32.5,55.0,56.0,Clayey,Millets,20.6,21.1,19.3,14-35-14
32.8,70.8,51.7,Clayey,Oil seeds,10.8,21.4,14.3,20-20
27.6,40.1,39.8,Red,Pulses,21.7,39.6,13.1,DAP
20.5,41.3,61.1,Red,Maize,23.1,9.5,36.8,28-28
29.8,49.1,61.9,Black,Oil seeds,27.5,33.1,6.9,10-26-26
32.4,60.6,30.9,Black,Pulses,17.2,15.4,20.8,14-35-14
22.3,52.1,47.1,Black,Tobacco,39.1,7.8,6.4,10-26-26
25.2,71.4,52.5,Loamy,Pulses,13.8,41.5,41.0,Urea
25.0,45.3,29.2,Loamy,Wheat,7.7,41.7,30.7,Urea
31.3,71.5,35.8,Black,Paddy,14.6,38.2,36.7,Urea
35.3,72.9,52.7,Red,Wheat,23.0,43.4,8.9,DAP
25.6,60.9,63.3,Sandy,Paddy,15.3,12.4,37.7,17-17-17
36.6,45.4,34.8,Loamy,Maize,16.1,17.9,20.1,14-35-14
32.7,51.7,30.3,Clayey,Sugarcane,23.3,22.9,7.2,DAP
30.4,50.3,38.7,Sandy,Tobacco,21.3,9.9,9.5,10-26-26
33.9,59.3,40.3,Red,Barley,37.4,22.0,8.1,DAP
37.6,59.3,42.0,Clayey,Millets,23.7,23.3,6.1,17-17-17
27.9,57.5,64.3,Clayey,Wheat,14.1,10.1,32.1,17-17-17
31.7,53.5,47.6,Red,Paddy,31.7,33.4,8.8,DAP
34.5,59.8,61.1,Loamy,Paddy,6.8,29.5,22.8,Urea
27.1,48.3,59.7,Loamy,Maize,34.2,16.1,6.7,10-26-26
28.7,45.5,57.8,Black,Tobacco,13.9,42.3,35.1,Urea
36.1,56.7,55.0,Red,Wheat,11.0,28.5,16.6,20-20
34.5,78.1,39.5,Sandy,Pulses,23.8,13.9,42.8,28-28
33.2,75.0,51.2,Clayey,Wheat,40.3,44.2,6.8,DAP
20.4,61.2,53.5,Clayey,Oil seeds,20.9,17.7,19.3,10-26-26
31.0,74.5,61.0,Black,Wheat,20.8,10.7,11.4,10-26-26
29.8,67.3,39.6,Sandy,Sugarcane,15.8,20.2,10.0,20-20
31.2,53.0,49.6,Loamy,Ground Nuts,6.1,35.6,25.2,Urea
28.7,68.8,47.0,Red,Wheat,5.6,21.2,26.8,Urea
24.8,56.3,46.5,Red,Pulses,38.9,9.6,41.0,28-28
24.8,57.1,35.9,Loamy,Ground Nuts,5.6,17.2,40.5,17-17-17
25.3,76.6,57.5,Black,Maize,30.3,11.6,21.4,28-28
24.5,61.3,50.4,Black,Millets,25.7,5.5,22.3,28-28
21.3,46.3,31.3,Loamy,Barley,26.2,34.4,9.2,DAP
30.1,40.2,60.8,Loamy,Millets,14.5,9.4,31.3,17-17-17
36.9,74.1,63.2,Red,Sugarcane,11.7,33.6,43.9,Urea
23.8,45.6,28.2,Red,Millets,30.6,22.0,14.6,DAP
33.2,60.7,54.7,Sandy,Millets,35.3,11.8,24.5,28-28
24.3,52.8,40.3,Red,Sugarcane,17.4,21.5,19.8,14-35-14
35.7,69.5,32.7,Loamy,Maize,38.3,39.3,13.7,DAP
25.6,65.8,36.0,Clayey,Pulses,28.7,14.9,12.8,10-26-26
30.9,78.8,54.5,Clayey,Tobacco,44.6,14.6,10.3,10-26-26
32.4,66.8,53.9,Loamy,Millets,11.0,34.1,25.7,Urea
25.3,79.5,56.4,Loamy,Paddy,15.1,17.4,18.2,14-35-14
35.4,71.7,38.3,Black,Millets,41.6,6.6,42.8,28-28
33.9,52.8,46.1,Sandy,Paddy,13.9,29.5,5.5,20-20
31.2,70.9,25.5,Red,Oil seeds,10.9,37.5,12.2,20-20
26.1,49.8,27.8,Loamy,Barley,13.5,44.6,35.3,Urea
35.7,63.9,28.2,Sandy,Millets,16.1,32.9,11.1,20-20
23.0,54.9,64.5,Clayey,Sugarcane,15.3,17.6,16.9,14-35-14
20.2,55.1,28.7,Sandy,Oil seeds,21.1,15.5,16.5,14-35-14
24.5,73.1,48.5,Black,Sugarcane,8.5,31.8,9.4,20-20
30.8,75.0,32.3,Loamy,Oil seeds,39.2,16.9,7.8,10-26-26
23.2,63.1,31.6,Black,Barley,15.7,21.0,15.1,20-20
25.0,64.6,39.5,Black,Maize,39.2,7.3,16.0,10-26-26
23.1,69.3,32.3,Clayey,Barley,23.1,9.4,7.3,14-35-14
25.2,54.2,53.6,Clayey,Sugarcane,9.7,10.6,39.0,17-17-17
32.7,61.4,59.7,Sandy,Barley,19.2,18.5,15.3,14-35-14
24.1,53.3,44.6,Black,Pulses,8.7,30.1,7.2,20-20
33.8,55.8,58.3,Loamy,Pulses,14.4,7.0,38.8,17-17-17
31.9,56.2,51.2,Red,Maize,7.8,12.7,34.1,17-17-17
28.3,57.1,41.4,Red,Maize,10.6,37.5,27.6,Urea
20.5,41.9,47.8,Clayey,Tobacco,21.0,16.9,15.0,14-35-14
36.6,43.3,49.3,Black,Barley,32.7,10.0,23.8,28-28
33.2,47.1,52.7,Black,Maize,16.3,18.8,18.2,14-35-14
28.3,55.9,54.6,Clayey,Cotton,36.4,42.3,14.9,DAP
30.2,53.9,56.2,Clayey,Maize,17.8,17.9,32.8,17-17-17
34.4,58.9,46.9,Red,Wheat,20.4,17.8,16.0,14-35-14
29.7,45.0,39.7,Sandy,Tobacco,22.2,7.7,13.1,10-26-26
26.0,45.8,46.4,Clayey,Oil seeds,8.0,22.6,14.3,20-20
36.1,70.1,46.0,Black,Ground Nuts,9.5,9.0,38.9,17-17-17
26.5,53.2,55.8,Red,Oil seeds,24.3,6.4,11.4,28-28
30.4,72.8,36.6,Black,Cotton,40.9,7.6,15.7,10-26-26
28.1,44.1,27.8,Sandy,Wheat,37.7,7.7,42.8,28-28
23.6,62.4,33.0,Clayey,Tobacco,21.3,18.9,18.4,14-35-14
33.9,49.6,57.9,Loamy,Barley,8.9,14.5,39.9,17-17-17
23.9,63.0,53.0,Loamy,Maize,37.9,24.6,9.8,DAP
35.8,62.5,60.1,Red,Paddy,30.9,13.5,39.9,28-28
35.7,48.8,42.6,Clayey,Oil seeds,14.6,32.2,24.5,Urea
30.7,74.2,62.5,Red,Millets,11.2,27.3,24.1,Urea
21.1,71.5,27.6,Clayey,Oil seeds,16.5,33.9,17.5,20-20
35.9,44.3,50.2,Sandy,Pulses,31.0,33.9,8.6,20-20
26.2,43.8,64.2,Sandy,Pulses,17.3,15.5,27.0,17-17-17
31.9,55.1,42.4,Clayey,Ground Nuts,31.4,7.9,43.7,28-28
31.2,63.8,57.5,Sandy,Sugarcane,22.4,28.3,6.3,DAP
33.2,53.3,54.2,Loamy,Wheat,8.8,40.1,14.6,20-20
22.4,66.1,27.4,Black,Oil seeds,28.3,11.0,44.5,28-28
21.3,66.8,36.1,Clayey,Maize,27.7,14.4,28.4,28-28
36.3,74.8,29.3,Red,Tobacco,25.8,44.3,11.0,DAP
25.9,72.7,30.4,Sandy,Pulses,6.9,12.1,44.4,17-17-17
30.5,47.8,46.9,Black,Millets,15.4,20.6,21.7,14-35-14
33.7,40.9,50.0,Loamy,Cotton,13.5,35.5,36.5,Urea
24.6,41.1,61.6,Clayey,Millets,11.5,11.8,31.4,28-28
34.8,68.7,27.8,Black,Barley,10.2,6.0,23.4,17-17-17
34.9,58.5,48.5,Red,Maize,20.9,16.0,17.7,14-35-14
30.7,57.6,34.0,Loamy,Ground Nuts,22.4,36.3,11.3,DAP
33.9,58.7,37.9,Sandy,Paddy,11.9,21.1,9.3,20-20
21.9,57.4,50.6,Clayey,Pulses,33.2,7.3,20.7,28-28
26.1,52.5,59.3,Clayey,Paddy,13.0,29.9,15.3,20-20
33.1,70.1,32.7,Red,Wheat,13.7,20.3,12.9,20-20
22.3,78.4,47.5,Red,Cotton,31.7,25.2,14.5,DAP
32.6,62.7,50.2,Clayey,Wheat,12.0,22.9,35.9,Urea
30.2,78.7,54.3,Sandy,Cotton,13.8,7.3,23.4,17-17-17
31.7,73.0,31.3,Clayey,Paddy,5.3,20.2,21.7,Urea
31.4,78.9,55.9,Red,Oil seeds,5.0,35.4,15.3,28-28
24.4,52.0,38.8,Clayey,Wheat,10.4,27.1,26.6,Urea
28.3,78.2,35.5,Sandy,Wheat,22.3,24.6,9.1,28-28
23.4,75.2,38.1,Loamy,Wheat,18.7,19.6,21.9,Urea
22.3,75.5,43.7,Loamy,Oil seeds,16.5,15.8,39.8,17-17-17
25.8,50.3,54.4,Red,Paddy,16.1,15.6,19.1,17-17-17
23.7,61.8,30.3,Clayey,Sugarcane,8.1,37.4,42.7,Urea
35.8,50.0,48.6,Clayey,Maize,29.2,12.9,8.2,10-26-26
33.4,61.5,53.7,Loamy,Maize,16.4,20.9,21.2,14-35-14
37.4,62.8,52.0,Sandy,Cotton,41.6,7.7,21.3,28-28
21.0,49.5,48.5,Clayey,Paddy,21.2,9.5,20.0,28-28
35.2,50.3,36.2,Loamy,Millets,17.4,20.9,18.2,14-35-14
21.9,60.9,32.9,Red,Pulses,25.3,9.9,26.4,28-28
35.7,75.7,48.5,Sandy,Pulses,15.4,5.2,40.5,17-17-17
33.6,74.1,49.2,Red,Maize,13.1,32.7,39.4,Urea
34.3,76.6,61.9,Clayey,Wheat,14.4,20.5,20.8,Urea
26.1,55.1,43.8,Red,Barley,16.8,19.7,20.2,14-35-14
29.5,53.0,59.9,Black,Ground Nuts,30.1,14.2,29.4,28-28
29.1,68.9,43.3,Black,Ground Nuts,25.5,12.2,5.3,10-26-26
22.4,74.6,64.3,Sandy,Barley,32.4,11.4,31.2,28-28
30.9,53.7,38.7,Clayey,Paddy,17.2,15.1,33.9,17-17-17
25.5,70.4,43.0,Black,Tobacco,39.4,10.6,8.1,10-26-26
20.9,67.4,55.0,Clayey,Maize,6.0,14.2,31.6,17-17-17
29.5,65.0,54.0,Clayey,Pulses,12.9,39.6,14.3,20-20
24.7,48.9,58.0,Black,Oil seeds,29.8,33.8,10.9,DAP
21.3,52.1,27.7,Black,Barley,15.2,29.7,8.7,20-20
35.4,56.8,39.2,Loamy,Cotton,37.4,7.2,5.8,10-26-26
33.9,76.8,31.8,Black,Cotton,9.5,27.3,20.9,Urea
33.2,41.8,56.2,Red,Maize,25.1,8.4,39.0,28-28
33.0,49.5,33.8,Red,Maize,21.5,22.4,9.2,DAP
20.2,46.2,62.3,Red,Sugarcane,19.7,17.6,16.2,14-35-14
36.4,69.5,55.4,Loamy,Paddy,34.1,14.5,14.6,10-26-26
20.6,65.3,50.2,Red,Maize,21.7,14.5,30.3,28-28
34.1,46.1,40.0,Loamy,Wheat,16.5,39.3,16.2,DAP
21.8,45.0,61.4,Black,Sugarcane,41.1,10.5,31.5,28-28
30.7,50.2,41.1,Sandy,Sugarcane,35.5,7.8,25.2,28-28
29.9,62.2,43.1,Sandy,Sugarcane,10.0,22.3,7.9,20-20
22.2,77.0,53.0,Sandy,Wheat,8.1,25.4,6.7,20-20
33.1,62.8,27.3,Black,Wheat,13.2,36.3,33.3,Urea
28.6,67.1,54.3,Red,Pulses,11.5,23.3,28.8,Urea
33.8,47.6,44.8,Loamy,Paddy,29.9,7.4,25.1,28-28
27.5,55.6,47.2,Loamy,Pulses,22.3,7.6,34.5,28-28
29.0,67.5,55.9,Clayey,Paddy,11.9,28.9,33.4,Urea
25.1,69.7,49.1,Black,Barley,39.7,42.7,10.9,DAP
36.1,46.1,26.7,Black,Millets,33.3,13.7,9.0,10-26-26
20.7,58.8,34.5,Red,Sugarcane,21.2,5.3,12.2,10-26-26
27.4,70.1,63.2,Sandy,Ground Nuts,41.9,10.4,7.7,10-26-26
31.6,46.1,61.6,Clayey,Wheat,12.0,34.6,12.6,20-20
35.5,48.0,52.3,Black,Wheat,22.7,6.4,5.2,10-26-26
21.6,55.0,49.9,Black,Wheat,9.1,23.4,26.4,Urea
22.6,41.0,47.6,Loamy,Barley,6.9,11.4,41.5,17-17-17
26.6,68.1,44.8,Black,Ground Nuts,11.6,15.4,27.1,17-17-17
